athlete_a__w__tillinghast,concept:athleteplaysinleague,sportsleague_ncaa,6.655746983597055e-05
athlete_aaron,concept:athleteplaysinleague,sportsleague_ncaa,0.0011132709914818406
athlete_aaron,concept:athleteplaysinleague,sportsleague_mlb,0.03930164873600006
athlete_aaron,concept:athleteplaysinleague,sportsleague_nfl,0.0024480889551341534
athlete_aaron,concept:athleteplaysinleague,sportsleague_international,6.655746983597055e-05
athlete_aaron,concept:athleteplaysinleague,sportsleague_nhl,0.060666441917419434
athlete_aaron,concept:athleteplaysinleague,sportsleague_nba,9.828248039411847e-06
athlete_aaron,concept:athleteplaysinleague,sportsleague_cfl,0.0007731977384537458
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_mlb,0.1885676085948944
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_nfl,0.0477789044380188
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_international,6.655746983597055e-05
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_nhl,0.060666441917419434
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_ncaa,0.0011132709914818406
athlete_aaron_fultz,concept:athleteplaysinleague,sportsleague_cfl,0.0007731977384537458
athlete_aaron_kampman,concept:athleteplaysinleague,sportsleague_mlb,1.559710108267609e-05
athlete_aaron_kampman,concept:athleteplaysinleague,sportsleague_nfl,0.4991365075111389
athlete_aaron_kampman,concept:athleteplaysinleague,sportsleague_nba,0.00013241494889371097
athlete_aaron_kampman,concept:athleteplaysinleague,sportsleague_nhl,1.702323970675934e-05
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_ncaa,0.0011132709914818406
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_mlb,0.1885676085948944
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_nfl,0.0477789044380188
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_nhl,0.060666441917419434
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_international,6.655740435235202e-05
athlete_aaron_laffey,concept:athleteplaysinleague,sportsleague_cfl,0.0007731977384537458
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_ncaa,0.0011132709914818406
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_mlb,0.1885676085948944
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_nfl,0.0477789044380188
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_international,6.655746983597055e-05
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_nhl,0.060666441917419434
athlete_aaron_rakers,concept:athleteplaysinleague,sportsleague_cfl,0.0007731977384537458
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_acc,6.655746983597055e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_fa,6.655740435235202e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_mlb,6.655746983597055e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_nfl,7.302717858692631e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_nba,0.9809025526046753
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_international,6.655740435235202e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_nhl,0.0007731977384537458
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_ncaa,6.655746983597055e-05
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_syracuse,0.003617816139012575
athlete_abdul_jabbar,concept:athleteplaysinleague,sportsleague_western_conference,0.0013497414765879512
