박상욱,nationality,일본,0.041260213
박상욱,nationality,미국,0.2600397
박상욱,nationality,대한민국,0.9994370000000001
장하나,nationality,미국,0.03386092
장하나,nationality,일본,0.03324175
장하나,nationality,대한민국,0.99855983
이지현,nationality,미국,0.03813547
이지현,nationality,대한민국,0.99864626
이지현,nationality,일본,0.03343585
이상덕,nationality,대한민국,0.99927974
이상덕,nationality,미국,0.036218494
이상덕,nationality,일본,0.033979416
허태희,nationality,대한민국,0.99920875
혜순옹주,nationality,조선,0.99979186
김옥이,nationality,미국,0.033978312999999996
김옥이,nationality,일본,0.03327951
김옥이,nationality,대한민국,0.9987818000000002
코이케 에이코,nationality,미국,0.033026457
코이케 에이코,nationality,대한민국,0.033265978
코이케 에이코,nationality,일본,0.99607575
조시 스튜어트,nationality,미국,0.9806391
김대진,nationality,미국,0.033876567999999996
김대진,nationality,일본,0.033271342999999995
김대진,nationality,대한민국,0.9986139
조성완,nationality,대한민국,0.9959488000000001
조성완,nationality,미국,0.03304574
조성완,nationality,일본,0.03301382
권갑주,nationality,대한민국,0.99897873
박기효,nationality,일제 강점기,0.9993921
김범우,nationality,조선,0.9991986999999999
김범우,nationality,일본,0.033057004
김범우,nationality,미국,0.03314933
다무라 히토시,nationality,미국,0.033025026
다무라 히토시,nationality,일본,0.9990933000000001
다무라 히토시,nationality,대한민국,0.033507943
오텀 리저,nationality,미국,0.9981177999999999
오텀 리저,nationality,대한민국,0.03340125
오텀 리저,nationality,일본,0.03310892
권용운,nationality,대한민국,0.99836856
권용운,nationality,일본,0.03303653
송송이,nationality,일본,0.033017307999999995
송송이,nationality,미국,0.033061832
송송이,nationality,대한민국,0.99683285
안정구,nationality,대한민국,0.9996108
김경두,nationality,대한민국,0.9985806
우르키오라 쉬퍼,nationality,대한민국,0.05156985
우르키오라 쉬퍼,nationality,일본,0.9878458000000001
마쓰시마 나나코,nationality,일본,0.9979978999999999
마쓰시마 나나코,nationality,대한민국,0.033414632
마쓰시마 나나코,nationality,미국,0.040630132
이영찬,nationality,미국,0.03301677
이영찬,nationality,대한민국,0.99775624
존 윈체스터,nationality,미국,0.6603468000000001
홍덕영,nationality,일본,0.9731312
홍덕영,nationality,미국,0.03535846
홍덕영,nationality,대한민국,0.9995575000000001
제이슨 돌리,nationality,대한민국,0.033573806
제이슨 돌리,nationality,일본,0.033020377000000004
제이슨 돌리,nationality,미국,0.99844575
지미 폭스,nationality,미국,0.9975181000000001
지미 폭스,nationality,대한민국,0.041100383
지미 폭스,nationality,일본,0.044970036
이영식,nationality,대한민국,0.5316462
신대순,nationality,대한민국,0.9436294
김학수,nationality,대한민국,0.9867369
